character,ARCHER,DEGRA,HOSHI,MALIK,PHLOX,REED,SHRAN,SOONG,SOVAL,TRAVIS,TUCKER,T_POL,total_lines,ep,season,title
SHRAN,0,0,0,0,0,0,0,0,0,0,0,0,0,26,2,Carbon Creek
SOONG,0,0,0,0,0,0,0,0,0,0,0,0,0,26,2,Carbon Creek
SOVAL,0,0,0,0,0,0,0,0,0,0,0,0,0,26,2,Carbon Creek
TRAVIS,0,0,0,0,0,0,0,0,0,0,0,0,0,26,2,Carbon Creek
TUCKER,4,0,0,0,0,0,0,0,0,0,2,14,11,26,2,Carbon Creek
T_POL,12,0,0,0,0,0,0,0,0,0,14,2,22,26,2,Carbon Creek
ARCHER,22,0,1,0,5,159,0,0,0,13,23,24,143,27,2,Minefield
DEGRA,0,0,0,0,0,0,0,0,0,0,0,0,0,27,2,Minefield
HOSHI,1,0,0,0,14,0,0,0,0,0,2,3,11,27,2,Minefield
MALIK,0,0,0,0,0,0,0,0,0,0,0,0,0,27,2,Minefield
PHLOX,5,0,14,0,0,0,0,0,0,0,0,3,15,27,2,Minefield
REED,159,0,0,0,0,4,0,0,0,0,0,4,98,27,2,Minefield
SHRAN,0,0,0,0,0,0,0,0,0,0,0,0,0,27,2,Minefield
SOONG,0,0,0,0,0,0,0,0,0,0,0,0,0,27,2,Minefield
SOVAL,0,0,0,0,0,0,0,0,0,0,0,0,0,27,2,Minefield
TRAVIS,13,0,0,0,0,0,0,0,0,2,7,8,17,27,2,Minefield
TUCKER,23,0,2,0,0,0,0,0,0,7,0,8,25,27,2,Minefield
T_POL,24,0,3,0,3,4,0,0,0,8,8,0,33,27,2,Minefield
ARCHER,6,0,8,0,18,18,0,0,0,12,42,41,95,28,2,Dead Stop
DEGRA,0,0,0,0,0,0,0,0,0,0,0,0,0,28,2,Dead Stop
HOSHI,8,0,0,0,10,2,0,0,0,0,3,3,14,28,2,Dead Stop
MALIK,0,0,0,0,0,0,0,0,0,0,0,0,0,28,2,Dead Stop
PHLOX,18,0,10,0,10,15,0,0,0,2,1,0,31,28,2,Dead Stop
REED,18,0,2,0,15,2,0,0,0,0,24,3,38,28,2,Dead Stop
SHRAN,0,0,0,0,0,0,0,0,0,0,0,0,0,28,2,Dead Stop
SOONG,0,0,0,0,0,0,0,0,0,0,0,0,0,28,2,Dead Stop
SOVAL,0,0,0,0,0,0,0,0,0,0,0,0,0,28,2,Dead Stop
TRAVIS,12,0,0,0,2,0,0,0,0,0,1,3,13,28,2,Dead Stop
TUCKER,42,0,3,0,1,24,0,0,0,1,4,9,52,28,2,Dead Stop
T_POL,41,0,3,0,0,3,0,0,0,3,9,2,37,28,2,Dead Stop
ARCHER,14,0,25,0,174,0,0,0,0,0,26,57,160,29,2,A_Night In Sickbay
DEGRA,0,0,0,0,0,0,0,0,0,0,0,0,0,29,2,A_Night In Sickbay
HOSHI,25,0,6,0,5,0,0,0,0,0,0,2,22,29,2,A_Night In Sickbay
MALIK,0,0,0,0,0,0,0,0,0,0,0,0,0,29,2,A_Night In Sickbay
PHLOX,174,0,5,0,12,0,0,0,0,0,2,2,102,29,2,A_Night In Sickbay
REED,0,0,0,0,0,0,0,0,0,0,0,0,0,29,2,A_Night In Sickbay
SHRAN,0,0,0,0,0,0,0,0,0,0,0,0,0,29,2,A_Night In Sickbay
SOONG,0,0,0,0,0,0,0,0,0,0,0,0,0,29,2,A_Night In Sickbay
SOVAL,0,0,0,0,0,0,0,0,0,0,0,0,0,29,2,A_Night In Sickbay
TRAVIS,0,0,0,0,0,0,0,0,0,0,0,0,0,29,2,A_Night In Sickbay
TUCKER,26,0,0,0,2,0,0,0,0,0,0,0,16,29,2,A_Night In Sickbay
T_POL,57,0,2,0,2,0,0,0,0,0,0,0,32,29,2,A_Night In Sickbay
ARCHER,4,0,0,0,0,8,0,0,0,3,10,16,55,30,2,Marauders
DEGRA,0,0,0,0,0,0,0,0,0,0,0,0,0,30,2,Marauders
HOSHI,0,0,4,0,0,1,0,0,0,1,0,0,4,30,2,Marauders
MALIK,0,0,0,0,0,0,0,0,0,0,0,0,0,30,2,Marauders
PHLOX,0,0,0,0,0,0,0,0,0,0,0,0,9,30,2,Marauders
REED,8,0,1,0,0,2,0,0,0,1,0,1,12,30,2,Marauders
SHRAN,0,0,0,0,0,0,0,0,0,0,0,0,0,30,2,Marauders
SOONG,0,0,0,0,0,0,0,0,0,0,0,0,0,30,2,Marauders
SOVAL,0,0,0,0,0,0,0,0,0,0,0,0,0,30,2,Marauders
TRAVIS,3,0,1,0,0,1,0,0,0,0,0,2,5,30,2,Marauders
TUCKER,10,0,0,0,0,0,0,0,0,0,2,2,38,30,2,Marauders
T_POL,16,0,0,0,0,1,0,0,0,2,2,6,19,30,2,Marauders
ARCHER,20,0,0,0,0,0,0,0,0,21,12,134,115,31,2,The Seventh
DEGRA,0,0,0,0,0,0,0,0,0,0,0,0,0,31,2,The Seventh
HOSHI,0,0,0,0,0,0,0,0,0,0,12,0,6,31,2,The Seventh
MALIK,0,0,0,0,0,0,0,0,0,0,0,0,0,31,2,The Seventh
PHLOX,0,0,0,0,0,2,0,0,0,0,12,0,7,31,2,The Seventh
REED,0,0,0,0,2,0,0,0,0,0,10,0,6,31,2,The Seventh
SHRAN,0,0,0,0,0,0,0,0,0,0,0,0,0,31,2,The Seventh
SOONG,0,0,0,0,0,0,0,0,0,0,0,0,0,31,2,The Seventh
SOVAL,0,0,0,0,0,0,0,0,0,0,0,0,0,31,2,The Seventh
TRAVIS,21,0,0,0,0,0,0,0,0,0,0,1,12,31,2,The Seventh
TUCKER,12,0,12,0,12,10,0,0,0,0,8,1,35,31,2,The Seventh
T_POL,134,0,0,0,0,0,0,0,0,1,1,2,87,31,2,The Seventh
ARCHER,0,0,6,0,5,59,0,0,0,1,6,14,66,32,2,The Communicator
DEGRA,0,0,0,0,0,0,0,0,0,0,0,0,0,32,2,The Communicator
HOSHI,6,0,0,0,0,6,0,0,0,1,9,6,18,32,2,The Communicator
MALIK,0,0,0,0,0,0,0,0,0,0,0,0,0,32,2,The Communicator
PHLOX,5,0,0,0,0,0,0,0,0,0,18,0,13,32,2,The Communicator
REED,59,0,6,0,0,2,0,0,0,0,2,0,40,32,2,The Communicator
SHRAN,0,0,0,0,0,0,0,0,0,0,0,0,0,32,2,The Communicator
SOONG,0,0,0,0,0,0,0,0,0,0,0,0,0,32,2,The Communicator
SOVAL,0,0,0,0,0,0,0,0,0,0,0,0,0,32,2,The Communicator
TRAVIS,1,0,1,0,0,0,0,0,0,0,24,2,15,32,2,The Communicator
TUCKER,6,0,9,0,18,2,0,0,0,24,4,15,43,32,2,The Communicator
T_POL,14,0,6,0,0,0,0,0,0,2,15,0,21,32,2,The Communicator
ARCHER,16,0,4,0,3,23,0,0,0,1,47,75,91,33,2,Singularity
DEGRA,0,0,0,0,0,0,0,0,0,0,0,0,0,33,2,Singularity
HOSHI,4,0,4,0,0,12,0,0,0,0,4,4,23,33,2,Singularity
MALIK,0,0,0,0,0,0,0,0,0,0,0,0,0,33,2,Singularity
PHLOX,3,0,0,0,4,0,0,0,0,46,0,8,34,33,2,Singularity
REED,23,0,12,0,0,0,0,0,0,0,37,18,48,33,2,Singularity
SHRAN,0,0,0,0,0,0,0,0,0,0,0,0,0,33,2,Singularity
SOONG,0,0,0,0,0,0,0,0,0,0,0,0,0,33,2,Singularity
SOVAL,0,0,0,0,0,0,0,0,0,0,0,0,0,33,2,Singularity
TRAVIS,1,0,0,0,46,0,0,0,0,0,0,0,25,33,2,Singularity
TUCKER,47,0,4,0,0,37,0,0,0,0,0,20,58,33,2,Singularity
T_POL,75,0,4,0,8,18,0,0,0,0,20,16,78,33,2,Singularity
ARCHER,4,0,47,0,8,1,0,0,0,4,15,18,63,34,2,Vanishing Point
DEGRA,0,0,0,0,0,0,0,0,0,0,0,0,0,34,2,Vanishing Point
HOSHI,47,0,2,0,34,17,0,0,0,4,70,30,117,34,2,Vanishing Point
MALIK,0,0,0,0,0,0,0,0,0,0,0,0,0,34,2,Vanishing Point
PHLOX,8,0,34,0,6,0,0,0,0,0,10,3,32,34,2,Vanishing Point
REED,1,0,17,0,0,0,0,0,0,1,14,1,20,34,2,Vanishing Point
SHRAN,0,0,0,0,0,0,0,0,0,0,0,0,0,34,2,Vanishing Point
SOONG,0,0,0,0,0,0,0,0,0,0,0,0,0,34,2,Vanishing Point
SOVAL,0,0,0,0,0,0,0,0,0,0,0,0,0,34,2,Vanishing Point
TRAVIS,4,0,4,0,0,1,0,0,0,0,5,0,7,34,2,Vanishing Point
TUCKER,15,0,70,0,10,14,0,0,0,5,0,1,62,34,2,Vanishing Point
T_POL,18,0,30,0,3,1,0,0,0,0,1,0,29,34,2,Vanishing Point
ARCHER,10,0,2,0,0,7,0,0,0,5,2,7,46,35,2,Precious Cargo
DEGRA,0,0,0,0,0,0,0,0,0,0,0,0,0,35,2,Precious Cargo
HOSHI,2,0,0,0,0,0,0,0,0,0,13,0,8,35,2,Precious Cargo
MALIK,0,0,0,0,0,0,0,0,0,0,0,0,0,35,2,Precious Cargo
PHLOX,0,0,0,0,0,0,0,0,0,0,0,0,0,35,2,Precious Cargo
REED,7,0,0,0,0,0,0,0,0,3,0,0,10,35,2,Precious Cargo
SHRAN,0,0,0,0,0,0,0,0,0,0,0,0,0,35,2,Precious Cargo
SOONG,0,0,0,0,0,0,0,0,0,0,0,0,0,35,2,Precious Cargo
SOVAL,0,0,0,0,0,0,0,0,0,0,0,0,0,35,2,Precious Cargo
TRAVIS,5,0,0,0,0,3,0,0,0,0,0,1,5,35,2,Precious Cargo
TUCKER,2,0,13,0,0,0,0,0,0,0,38,2,125,35,2,Precious Cargo
T_POL,7,0,0,0,0,0,0,0,0,1,2,0,12,35,2,Precious Cargo
ARCHER,14,0,6,0,10,5,0,0,0,10,34,40,81,36,2,The Catwalk
DEGRA,0,0,0,0,0,0,0,0,0,0,0,0,0,36,2,The Catwalk
HOSHI,6,0,0,0,0,1,0,0,0,3,2,0,6,36,2,The Catwalk
MALIK,0,0,0,0,0,0,0,0,0,0,0,0,0,36,2,The Catwalk
PHLOX,10,0,0,0,2,10,0,0,0,0,4,7,19,36,2,The Catwalk
REED,5,0,1,0,10,0,0,0,0,3,10,4,18,36,2,The Catwalk
SHRAN,0,0,0,0,0,0,0,0,0,0,0,0,0,36,2,The Catwalk
SOONG,0,0,0,0,0,0,0,0,0,0,0,0,0,36,2,The Catwalk
SOVAL,0,0,0,0,0,0,0,0,0,0,0,0,0,36,2,The Catwalk
TRAVIS,10,0,3,0,0,3,0,0,0,2,14,5,20,36,2,The Catwalk
TUCKER,34,0,2,0,4,10,0,0,0,14,6,15,60,36,2,The Catwalk
T_POL,40,0,0,0,7,4,0,0,0,5,15,2,43,36,2,The Catwalk
ARCHER,2,0,2,0,5,2,0,0,0,2,15,29,42,37,2,Dawn
DEGRA,0,0,0,0,0,0,0,0,0,0,0,0,0,37,2,Dawn
HOSHI,2,0,0,0,0,0,0,0,0,1,3,1,5,37,2,Dawn
MALIK,0,0,0,0,0,0,0,0,0,0,0,0,0,37,2,Dawn
PHLOX,5,0,0,0,0,0,0,0,0,0,2,0,4,37,2,Dawn
REED,2,0,0,0,0,0,0,0,0,1,0,1,2,37,2,Dawn
SHRAN,0,0,0,0,0,0,0,0,0,0,0,0,0,37,2,Dawn
SOONG,0,0,0,0,0,0,0,0,0,0,0,0,0,37,2,Dawn
SOVAL,0,0,0,0,0,0,0,0,0,0,0,0,0,37,2,Dawn
TRAVIS,2,0,1,0,0,1,0,0,0,0,0,0,2,37,2,Dawn
TUCKER,15,0,3,0,2,0,0,0,0,0,58,1,79,37,2,Dawn
T_POL,29,0,1,0,0,1,0,0,0,0,1,2,18,37,2,Dawn
ARCHER,4,0,5,0,32,0,0,0,0,0,0,67,87,38,2,Stigma
DEGRA,0,0,0,0,0,0,0,0,0,0,0,0,0,38,2,Stigma
HOSHI,5,0,0,0,0,0,0,0,0,0,14,3,17,38,2,Stigma
MALIK,0,0,0,0,0,0,0,0,0,0,0,0,0,38,2,Stigma
PHLOX,32,0,0,0,4,0,0,0,0,7,30,6,60,38,2,Stigma
REED,0,0,0,0,0,0,0,0,0,0,7,0,4,38,2,Stigma
SHRAN,0,0,0,0,0,0,0,0,0,0,0,0,0,38,2,Stigma
SOONG,0,0,0,0,0,0,0,0,0,0,0,0,0,38,2,Stigma
SOVAL,0,0,0,0,0,0,0,0,0,0,0,0,0,38,2,Stigma
TRAVIS,0,0,0,0,7,0,0,0,0,0,2,0,5,38,2,Stigma
TUCKER,0,0,14,0,30,7,0,0,0,2,4,0,47,38,2,Stigma
T_POL,67,0,3,0,6,0,0,0,0,0,0,2,66,38,2,Stigma
ARCHER,22,0,0,0,9,0,21,0,54,0,20,48,107,39,2,Cease Fire
DEGRA,0,0,0,0,0,0,0,0,0,0,0,0,0,39,2,Cease Fire
HOSHI,0,0,0,0,0,0,0,0,0,0,14,0,8,39,2,Cease Fire
MALIK,0,0,0,0,0,0,0,0,0,0,0,0,0,39,2,Cease Fire
PHLOX,9,0,0,0,4,0,0,0,0,0,0,0,7,39,2,Cease Fire
REED,0,0,0,0,0,0,0,0,0,4,2,0,4,39,2,Cease Fire
SHRAN,21,0,0,0,0,0,0,0,8,0,0,2,32,39,2,Cease Fire
SOONG,0,0,0,0,0,0,0,0,0,0,0,0,0,39,2,Cease Fire
SOVAL,54,0,0,0,0,0,8,0,0,0,2,19,44,39,2,Cease Fire
TRAVIS,0,0,0,0,0,4,0,0,0,0,5,0,5,39,2,Cease Fire
TUCKER,20,0,14,0,0,2,0,0,2,5,6,9,33,39,2,Cease Fire
T_POL,48,0,0,0,0,0,2,0,19,0,9,2,44,39,2,Cease Fire
ARCHER,12,0,9,0,14,30,0,0,0,12,16,70,95,40,2,Future Tense
DEGRA,0,0,0,0,0,0,0,0,0,0,0,0,0,40,2,Future Tense
HOSHI,9,0,0,0,0,0,0,0,0,3,0,5,11,40,2,Future Tense
MALIK,0,0,0,0,0,0,0,0,0,0,0,0,0,40,2,Future Tense
PHLOX,14,0,0,0,0,2,0,0,0,0,2,19,21,40,2,Future Tense
REED,30,0,0,0,2,2,0,0,0,1,53,9,53,40,2,Future Tense
SHRAN,0,0,0,0,0,0,0,0,0,0,0,0,0,40,2,Future Tense
SOONG,0,0,0,0,0,0,0,0,0,0,0,0,0,40,2,Future Tense
SOVAL,0,0,0,0,0,0,0,0,0,0,0,0,0,40,2,Future Tense
TRAVIS,12,0,3,0,0,1,0,0,0,0,3,5,15,40,2,Future Tense
TUCKER,16,0,0,0,2,53,0,0,0,3,8,6,53,40,2,Future Tense
T_POL,70,0,5,0,19,9,0,0,0,5,6,0,67,40,2,Future Tense
ARCHER,10,0,1,0,2,3,0,0,0,0,16,0,81,41,2,Canamar
DEGRA,0,0,0,0,0,0,0,0,0,0,0,0,0,41,2,Canamar
HOSHI,1,0,0,0,0,2,0,0,0,1,0,6,8,41,2,Canamar
MALIK,0,0,0,0,0,0,0,0,0,0,0,0,0,41,2,Canamar
PHLOX,2,0,0,0,0,2,0,0,0,0,0,0,2,41,2,Canamar
REED,3,0,2,0,2,0,0,0,0,0,1,9,15,41,2,Canamar
SHRAN,0,0,0,0,0,0,0,0,0,0,0,0,0,41,2,Canamar
SOONG,0,0,0,0,0,0,0,0,0,0,0,0,0,41,2,Canamar
SOVAL,0,0,0,0,0,0,0,0,0,0,0,0,0,41,2,Canamar
TRAVIS,0,0,1,0,0,0,0,0,0,0,0,2,3,41,2,Canamar
TUCKER,16,0,0,0,0,1,0,0,0,0,4,0,44,41,2,Canamar
T_POL,0,0,6,0,0,9,0,0,0,2,0,2,17,41,2,Canamar
ARCHER,10,0,16,0,44,12,0,0,0,19,60,65,151,42,2,The Crossing
DEGRA,0,0,0,0,0,0,0,0,0,0,0,0,0,42,2,The Crossing
HOSHI,16,0,0,0,9,1,0,0,0,1,0,0,15,42,2,The Crossing
MALIK,0,0,0,0,0,0,0,0,0,0,0,0,0,42,2,The Crossing
PHLOX,44,0,9,0,14,0,0,0,0,0,9,6,66,42,2,The Crossing
REED,12,0,1,0,0,2,0,0,0,1,12,18,29,42,2,The Crossing
SHRAN,0,0,0,0,0,0,0,0,0,0,0,0,0,42,2,The Crossing
SOONG,0,0,0,0,0,0,0,0,0,0,0,0,0,42,2,The Crossing
SOVAL,0,0,0,0,0,0,0,0,0,0,0,0,0,42,2,The Crossing
TRAVIS,19,0,1,0,0,1,0,0,0,4,6,6,25,42,2,The Crossing
TUCKER,60,0,0,0,9,12,0,0,0,6,2,2,63,42,2,The Crossing
T_POL,65,0,0,0,6,18,0,0,0,6,2,6,57,42,2,The Crossing
ARCHER,6,0,2,0,20,32,0,0,0,3,0,11,110,43,2,Judgment
DEGRA,0,0,0,0,0,0,0,0,0,0,0,0,0,43,2,Judgment
HOSHI,2,0,0,0,0,0,0,0,0,0,0,0,1,43,2,Judgment
MALIK,0,0,0,0,0,0,0,0,0,0,0,0,0,43,2,Judgment
PHLOX,20,0,0,0,2,0,0,0,0,0,0,0,15,43,2,Judgment
REED,32,0,0,0,0,0,0,0,0,1,0,8,23,43,2,Judgment
SHRAN,0,0,0,0,0,0,0,0,0,0,0,0,0,43,2,Judgment
SOONG,0,0,0,0,0,0,0,0,0,0,0,0,0,43,2,Judgment
SOVAL,0,0,0,0,0,0,0,0,0,0,0,0,0,43,2,Judgment
TRAVIS,3,0,0,0,0,1,0,0,0,0,0,3,4,43,2,Judgment
TUCKER,0,0,0,0,0,0,0,0,0,0,0,8,4,43,2,Judgment
T_POL,11,0,0,0,0,8,0,0,0,3,8,2,17,43,2,Judgment
ARCHER,0,0,3,0,0,1,0,0,0,44,6,22,41,44,2,Horizon
DEGRA,0,0,0,0,0,0,0,0,0,0,0,0,0,44,2,Horizon
HOSHI,3,0,0,0,0,0,0,0,0,4,0,1,5,44,2,Horizon
MALIK,0,0,0,0,0,0,0,0,0,0,0,0,0,44,2,Horizon
PHLOX,0,0,0,0,0,0,0,0,0,0,0,5,3,44,2,Horizon
REED,1,0,0,0,0,0,0,0,0,5,0,0,4,44,2,Horizon
SHRAN,0,0,0,0,0,0,0,0,0,0,0,0,0,44,2,Horizon
SOONG,0,0,0,0,0,0,0,0,0,0,0,0,0,44,2,Horizon
SOVAL,0,0,0,0,0,0,0,0,0,0,0,0,0,44,2,Horizon
TRAVIS,44,0,4,0,0,5,0,0,0,2,6,0,123,44,2,Horizon
TUCKER,6,0,0,0,0,0,0,0,0,6,0,24,21,44,2,Horizon
T_POL,22,0,1,0,5,0,0,0,0,0,24,0,28,44,2,Horizon
ARCHER,2,0,6,0,35,1,0,0,0,4,10,7,65,45,2,The Breach
DEGRA,0,0,0,0,0,0,0,0,0,0,0,0,0,45,2,The Breach
HOSHI,6,0,0,0,0,0,0,0,0,0,0,1,4,45,2,The Breach
MALIK,0,0,0,0,0,0,0,0,0,0,0,0,0,45,2,The Breach
PHLOX,35,0,0,0,0,1,0,0,0,2,2,15,55,45,2,The Breach
REED,1,0,0,0,1,6,0,0,0,9,25,0,28,45,2,The Breach
SHRAN,0,0,0,0,0,0,0,0,0,0,0,0,0,45,2,The Breach
SOONG,0,0,0,0,0,0,0,0,0,0,0,0,0,45,2,The Breach
SOVAL,0,0,0,0,0,0,0,0,0,0,0,0,0,45,2,The Breach
TRAVIS,4,0,0,0,2,9,0,0,0,0,25,0,23,45,2,The Breach
TUCKER,10,0,0,0,2,25,0,0,0,25,10,0,59,45,2,The Breach
T_POL,7,0,1,0,15,0,0,0,0,0,0,0,13,45,2,The Breach
ARCHER,4,0,2,0,0,0,0,0,0,0,23,9,57,46,2,Cogenitor
DEGRA,0,0,0,0,0,0,0,0,0,0,0,0,0,46,2,Cogenitor
HOSHI,2,0,0,0,0,0,0,0,0,0,0,0,1,46,2,Cogenitor
MALIK,0,0,0,0,0,0,0,0,0,0,0,0,0,46,2,Cogenitor
PHLOX,0,0,0,0,0,0,0,0,0,0,29,0,17,46,2,Cogenitor
REED,0,0,0,0,0,2,0,0,0,0,6,0,23,46,2,Cogenitor
SHRAN,0,0,0,0,0,0,0,0,0,0,0,0,0,46,2,Cogenitor
SOONG,0,0,0,0,0,0,0,0,0,0,0,0,0,46,2,Cogenitor
SOVAL,0,0,0,0,0,0,0,0,0,0,0,0,0,46,2,Cogenitor
TRAVIS,0,0,0,0,0,0,0,0,0,0,0,0,0,46,2,Cogenitor
TUCKER,23,0,0,0,29,6,0,0,0,0,6,31,119,46,2,Cogenitor
T_POL,9,0,0,0,0,0,0,0,0,0,31,2,25,46,2,Cogenitor
ARCHER,12,0,7,0,22,20,0,0,0,9,9,50,85,47,2,Regeneration
DEGRA,0,0,0,0,0,0,0,0,0,0,0,0,0,47,2,Regeneration
HOSHI,7,0,0,0,14,0,0,0,0,2,0,2,15,47,2,Regeneration
MALIK,0,0,0,0,0,0,0,0,0,0,0,0,0,47,2,Regeneration
PHLOX,22,0,14,0,0,13,0,0,0,0,0,5,32,47,2,Regeneration
REED,20,0,0,0,13,18,0,0,0,2,5,3,42,47,2,Regeneration
SHRAN,0,0,0,0,0,0,0,0,0,0,0,0,0,47,2,Regeneration
SOONG,0,0,0,0,0,0,0,0,0,0,0,0,0,47,2,Regeneration
SOVAL,0,0,0,0,0,0,0,0,0,0,0,0,0,47,2,Regeneration
TRAVIS,9,0,2,0,0,2,0,0,0,0,2,1,10,47,2,Regeneration
TUCKER,9,0,0,0,0,5,0,0,0,2,0,4,18,47,2,Regeneration
T_POL,50,0,2,0,5,3,0,0,0,1,4,0,39,47,2,Regeneration
ARCHER,10,0,0,0,0,0,0,0,0,0,34,72,133,48,2,First Flight
DEGRA,0,0,0,0,0,0,0,0,0,0,0,0,0,48,2,First Flight
HOSHI,0,0,0,0,0,0,0,0,0,0,0,0,0,48,2,First Flight
MALIK,0,0,0,0,0,0,0,0,0,0,0,0,0,48,2,First Flight
PHLOX,0,0,0,0,0,0,0,0,0,0,0,0,0,48,2,First Flight
REED,0,0,0,0,0,0,0,0,0,0,0,0,0,48,2,First Flight
SHRAN,0,0,0,0,0,0,0,0,0,0,0,0,0,48,2,First Flight
SOONG,0,0,0,0,0,0,0,0,0,0,0,0,0,48,2,First Flight
SOVAL,0,0,0,0,0,0,0,0,0,0,0,0,0,48,2,First Flight
TRAVIS,0,0,0,0,0,0,0,0,0,0,0,0,0,48,2,First Flight
TUCKER,34,0,0,0,0,0,0,0,0,0,4,3,41,48,2,First Flight
T_POL,72,0,0,0,0,0,0,0,0,0,3,4,43,48,2,First Flight
ARCHER,2,0,0,0,0,5,0,0,0,0,9,0,48,49,2,Bounty
DEGRA,0,0,0,0,0,0,0,0,0,0,0,0,0,49,2,Bounty
HOSHI,0,0,0,0,0,2,0,0,0,0,1,0,3,49,2,Bounty
MALIK,0,0,0,0,0,0,0,0,0,0,0,0,0,49,2,Bounty
PHLOX,0,0,0,0,6,1,0,0,0,0,8,86,56,49,2,Bounty
REED,5,0,2,0,1,4,0,0,0,7,22,7,28,49,2,Bounty
SHRAN,0,0,0,0,0,0,0,0,0,0,0,0,0,49,2,Bounty
SOONG,0,0,0,0,0,0,0,0,0,0,0,0,0,49,2,Bounty
SOVAL,0,0,0,0,0,0,0,0,0,0,0,0,0,49,2,Bounty
TRAVIS,0,0,0,0,0,7,0,0,0,0,9,0,9,49,2,Bounty
TUCKER,9,0,1,0,8,22,0,0,0,9,6,3,35,49,2,Bounty
T_POL,0,0,0,0,86,7,0,0,0,0,3,0,51,49,2,Bounty
ARCHER,8,0,27,0,7,15,0,0,23,16,42,46,152,50,2,The Expanse
DEGRA,0,0,0,0,0,0,0,0,0,0,0,0,0,50,2,The Expanse
HOSHI,27,0,0,0,0,0,0,0,0,2,2,2,18,50,2,The Expanse
MALIK,0,0,0,0,0,0,0,0,0,0,0,0,0,50,2,The Expanse
PHLOX,7,0,0,0,0,1,0,0,0,0,1,11,15,50,2,The Expanse
REED,15,0,0,0,1,2,0,0,0,2,19,0,23,50,2,The Expanse
SHRAN,0,0,0,0,0,0,0,0,0,0,0,0,0,50,2,The Expanse
SOONG,0,0,0,0,0,0,0,0,0,0,0,0,0,50,2,The Expanse
SOVAL,23,0,0,0,0,0,0,0,2,0,0,8,19,50,2,The Expanse
TRAVIS,16,0,2,0,0,2,0,0,0,0,2,0,13,50,2,The Expanse
TUCKER,42,0,2,0,1,19,0,0,0,2,2,8,40,50,2,The Expanse
T_POL,46,0,2,0,11,0,0,0,8,0,8,0,40,50,2,The Expanse
ARCHER,2,0,0,0,10,27,0,0,0,7,22,11,75,51,3,The Xindi
DEGRA,0,0,0,0,0,0,0,0,0,0,0,0,2,51,3,The Xindi
HOSHI,0,0,0,0,0,0,0,0,0,0,0,6,11,51,3,The Xindi
MALIK,0,0,0,0,0,0,0,0,0,0,0,0,0,51,3,The Xindi
PHLOX,10,0,0,0,2,0,0,0,0,0,7,24,24,51,3,The Xindi
REED,27,0,0,0,0,2,0,0,0,4,7,10,31,51,3,The Xindi
SHRAN,0,0,0,0,0,0,0,0,0,0,0,0,0,51,3,The Xindi
SOONG,0,0,0,0,0,0,0,0,0,0,0,0,0,51,3,The Xindi
SOVAL,0,0,0,0,0,0,0,0,0,0,0,0,0,51,3,The Xindi
TRAVIS,7,0,0,0,0,4,0,0,0,0,1,0,8,51,3,The Xindi
TUCKER,22,0,0,0,7,7,0,0,0,1,4,35,54,51,3,The Xindi
T_POL,11,0,6,0,24,10,0,0,0,0,35,2,53,51,3,The Xindi
ARCHER,28,0,19,0,9,39,0,0,0,41,15,54,139,52,3,Anomaly
DEGRA,0,0,0,0,0,0,0,0,0,0,0,0,0,52,3,Anomaly
HOSHI,19,0,0,0,0,1,0,0,0,3,0,8,17,52,3,Anomaly
MALIK,0,0,0,0,0,0,0,0,0,0,0,0,0,52,3,Anomaly
PHLOX,9,0,0,0,0,0,0,0,0,0,17,0,15,52,3,Anomaly
REED,39,0,1,0,0,0,0,0,0,6,13,2,35,52,3,Anomaly
SHRAN,0,0,0,0,0,0,0,0,0,0,0,0,0,52,3,Anomaly
SOONG,0,0,0,0,0,0,0,0,0,0,0,0,0,52,3,Anomaly
SOVAL,0,0,0,0,0,0,0,0,0,0,0,0,0,52,3,Anomaly
TRAVIS,41,0,3,0,0,6,0,0,0,2,0,3,32,52,3,Anomaly
TUCKER,15,0,0,0,17,13,0,0,0,0,4,0,31,52,3,Anomaly
T_POL,54,0,8,0,0,2,0,0,0,3,0,0,37,52,3,Anomaly
ARCHER,0,0,11,0,9,7,0,0,0,1,0,43,42,53,3,Extinction
DEGRA,0,0,0,0,0,0,0,0,0,0,0,0,0,53,3,Extinction
HOSHI,11,0,0,0,0,4,0,0,0,0,0,4,10,53,3,Extinction
MALIK,0,0,0,0,0,0,0,0,0,0,0,0,0,53,3,Extinction
PHLOX,9,0,0,0,0,4,0,0,0,4,19,0,23,53,3,Extinction
REED,7,0,4,0,4,0,0,0,0,0,0,9,13,53,3,Extinction
SHRAN,0,0,0,0,0,0,0,0,0,0,0,0,0,53,3,Extinction
SOONG,0,0,0,0,0,0,0,0,0,0,0,0,0,53,3,Extinction
SOVAL,0,0,0,0,0,0,0,0,0,0,0,0,0,53,3,Extinction
TRAVIS,1,0,0,0,4,0,0,0,0,0,17,1,16,53,3,Extinction
TUCKER,0,0,0,0,19,0,0,0,0,17,4,30,45,53,3,Extinction
T_POL,43,0,4,0,0,9,0,0,0,1,30,12,54,53,3,Extinction
ARCHER,8,0,0,0,20,10,0,0,0,2,12,4,84,54,3,Rajiin
DEGRA,0,0,0,0,0,0,0,0,0,0,0,0,1,54,3,Rajiin
HOSHI,0,0,0,0,0,0,0,0,0,0,0,0,5,54,3,Rajiin
MALIK,0,0,0,0,0,0,0,0,0,0,0,0,0,54,3,Rajiin
