,ALEXANDER,BARCLAY,COMPUTER,CRUSHER,DATA,GUINAN,K'EHLEYR,LAFORGE,LWAXANA,O'BRIEN,PICARD,PULASKI,Q,RIKER,RO,TASHA,TROI,VASH,WESLEY,WORF,lines,ep,season,title
CRUSHER,0,0,0,0,2,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,8,102,5,Silicon Avatar
DATA,0,0,0,2,4,0,0,11,0,0,19,0,0,8,0,0,2,0,0,2,77,102,5,Silicon Avatar
GUINAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,5,Silicon Avatar
K'EHLEYR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,5,Silicon Avatar
LAFORGE,0,0,0,0,11,0,0,0,0,0,6,0,0,2,0,0,1,0,0,0,17,102,5,Silicon Avatar
LWAXANA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,5,Silicon Avatar
O'BRIEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,5,Silicon Avatar
PICARD,0,0,0,0,19,0,0,6,0,0,0,0,0,14,0,0,6,0,0,14,58,102,5,Silicon Avatar
PULASKI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,5,Silicon Avatar
Q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,5,Silicon Avatar
RIKER,0,0,0,10,8,0,0,2,0,0,14,0,0,8,0,0,0,0,0,3,35,102,5,Silicon Avatar
RO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,5,Silicon Avatar
TASHA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,5,Silicon Avatar
TROI,0,0,0,0,2,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,5,102,5,Silicon Avatar
VASH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,5,Silicon Avatar
WESLEY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,5,Silicon Avatar
WORF,0,0,0,0,2,0,0,0,0,0,14,0,0,3,0,0,0,0,0,0,13,102,5,Silicon Avatar
ALEXANDER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,5,Disaster
BARCLAY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,5,Disaster
COMPUTER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,5,Disaster
CRUSHER,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,18,103,5,Disaster
DATA,0,0,0,0,2,0,0,0,0,0,0,0,0,42,0,0,0,0,0,2,25,103,5,Disaster
GUINAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,5,Disaster
K'EHLEYR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,5,Disaster
LAFORGE,0,0,0,32,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,21,103,5,Disaster
LWAXANA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,5,Disaster
O'BRIEN,0,0,0,0,0,0,0,0,0,4,1,0,0,0,32,0,19,0,0,0,37,103,5,Disaster
PICARD,0,0,0,0,0,0,0,0,0,1,14,0,0,1,0,0,3,0,0,0,44,103,5,Disaster
PULASKI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,5,Disaster
Q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,5,Disaster
RIKER,0,0,0,0,42,0,0,0,0,0,1,0,0,2,0,0,3,0,0,3,31,103,5,Disaster
RO,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,17,0,0,0,28,103,5,Disaster
TASHA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,5,Disaster
TROI,0,0,0,0,0,0,0,0,0,19,3,0,0,3,17,0,2,0,0,0,25,103,5,Disaster
VASH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,5,Disaster
WESLEY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,5,Disaster
WORF,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,22,103,5,Disaster
ALEXANDER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,5,The Game
BARCLAY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,5,The Game
COMPUTER,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,104,5,The Game
CRUSHER,0,0,0,0,9,0,0,3,0,0,10,0,0,0,0,0,2,0,29,0,28,104,5,The Game
DATA,0,0,0,9,2,0,0,2,0,0,5,0,0,4,0,0,0,0,20,2,24,104,5,The Game
GUINAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,5,The Game
K'EHLEYR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,5,The Game
LAFORGE,0,0,0,3,2,0,0,2,0,0,5,0,0,24,0,0,0,0,5,1,22,104,5,The Game
LWAXANA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,5,The Game
O'BRIEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,6,104,5,The Game
PICARD,0,0,0,10,5,0,0,5,0,0,0,0,0,7,0,0,1,0,32,4,36,104,5,The Game
PULASKI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,5,The Game
Q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,5,The Game
RIKER,0,0,1,0,4,0,0,24,0,0,7,0,0,2,0,0,12,0,8,5,41,104,5,The Game
RO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,5,The Game
TASHA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,5,The Game
TROI,0,0,0,2,0,0,0,0,0,0,1,0,0,12,0,0,0,0,0,0,8,104,5,The Game
VASH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,5,The Game
WESLEY,0,0,0,29,20,0,0,5,0,7,32,0,0,8,0,0,0,0,2,2,120,104,5,The Game
WORF,0,0,0,0,2,0,0,1,0,3,4,0,0,5,0,0,0,0,2,0,10,104,5,The Game
ALEXANDER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,5,Unification (part 1)
BARCLAY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,5,Unification (part 1)
COMPUTER,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,105,5,Unification (part 1)
CRUSHER,0,0,0,0,4,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,6,105,5,Unification (part 1)
DATA,0,0,0,4,2,0,0,0,0,0,48,0,0,0,0,0,0,0,0,2,34,105,5,Unification (part 1)
GUINAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,5,Unification (part 1)
K'EHLEYR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,5,Unification (part 1)
LAFORGE,0,0,0,0,0,0,0,0,0,0,2,0,0,16,0,0,0,0,0,7,17,105,5,Unification (part 1)
LWAXANA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,5,Unification (part 1)
O'BRIEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,5,Unification (part 1)
PICARD,0,0,1,6,48,0,0,2,0,0,6,0,0,22,0,0,0,0,0,15,101,105,5,Unification (part 1)
PULASKI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,5,Unification (part 1)
Q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,5,Unification (part 1)
RIKER,0,0,0,1,0,0,0,16,0,0,22,0,0,4,0,0,2,0,0,25,46,105,5,Unification (part 1)
RO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,5,Unification (part 1)
TASHA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,5,Unification (part 1)
TROI,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,105,5,Unification (part 1)
VASH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,5,Unification (part 1)
WESLEY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,5,Unification (part 1)
WORF,0,0,0,0,2,0,0,7,0,0,15,0,0,25,0,0,0,0,0,2,28,105,5,Unification (part 1)
ALEXANDER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,5,Unification (part 2)
BARCLAY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,5,Unification (part 2)
COMPUTER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,5,Unification (part 2)
CRUSHER,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,2,106,5,Unification (part 2)
DATA,0,0,0,0,2,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,33,106,5,Unification (part 2)
GUINAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,5,Unification (part 2)
K'EHLEYR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,5,Unification (part 2)
LAFORGE,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,2,0,0,2,6,106,5,Unification (part 2)
LWAXANA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,5,Unification (part 2)
O'BRIEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,5,Unification (part 2)
PICARD,0,0,0,0,10,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,51,106,5,Unification (part 2)
PULASKI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,5,Unification (part 2)
Q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,5,Unification (part 2)
RIKER,0,0,0,2,0,0,0,8,0,0,0,0,0,10,0,0,5,0,0,23,56,106,5,Unification (part 2)
RO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,5,Unification (part 2)
TASHA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,5,Unification (part 2)
TROI,0,0,0,0,0,0,0,2,0,0,0,0,0,5,0,0,0,0,0,3,5,106,5,Unification (part 2)
VASH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,5,Unification (part 2)
WESLEY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,5,Unification (part 2)
WORF,0,0,0,1,0,0,0,2,0,0,0,0,0,23,0,0,3,0,0,0,20,106,5,Unification (part 2)
ALEXANDER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,5,A_Matter of Time
BARCLAY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,5,A_Matter of Time
COMPUTER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,5,A_Matter of Time
CRUSHER,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,1,17,107,5,A_Matter of Time
DATA,0,0,0,0,2,0,0,9,0,0,18,0,0,7,0,0,0,0,0,5,48,107,5,A_Matter of Time
GUINAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,5,A_Matter of Time
K'EHLEYR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,5,A_Matter of Time
LAFORGE,0,0,0,0,9,0,0,0,0,0,11,0,0,5,0,0,0,0,0,2,30,107,5,A_Matter of Time
LWAXANA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,5,A_Matter of Time
O'BRIEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,5,A_Matter of Time
PICARD,0,0,0,3,18,0,0,11,0,0,2,0,0,17,0,0,0,0,0,22,72,107,5,A_Matter of Time
PULASKI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,5,A_Matter of Time
Q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,5,A_Matter of Time
RIKER,0,0,0,0,7,0,0,5,0,0,17,0,0,0,0,0,2,0,0,11,36,107,5,A_Matter of Time
RO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,5,A_Matter of Time
TASHA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,5,A_Matter of Time
TROI,0,0,0,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,12,107,5,A_Matter of Time
VASH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,5,A_Matter of Time
WESLEY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,5,A_Matter of Time
WORF,0,0,0,1,5,0,0,2,0,0,22,0,0,11,0,0,0,0,0,0,29,107,5,A_Matter of Time
ALEXANDER,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,58,34,108,5,New Ground
BARCLAY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,5,New Ground
COMPUTER,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,3,108,5,New Ground
CRUSHER,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,4,108,5,New Ground
DATA,0,0,0,0,0,0,0,6,0,0,15,0,0,12,0,0,0,0,0,3,21,108,5,New Ground
GUINAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,5,New Ground
K'EHLEYR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,5,New Ground
LAFORGE,0,0,0,0,6,0,0,0,0,0,6,0,0,7,0,0,0,0,0,4,15,108,5,New Ground
LWAXANA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,5,New Ground
O'BRIEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,5,New Ground
PICARD,0,0,2,2,15,0,0,6,0,0,0,0,0,6,0,0,0,0,0,11,30,108,5,New Ground
PULASKI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,5,New Ground
Q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,5,New Ground
RIKER,4,0,0,0,12,0,0,7,0,0,6,0,0,0,0,0,0,0,0,15,29,108,5,New Ground
RO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,5,New Ground
TASHA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,5,New Ground
TROI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,24,108,5,New Ground
VASH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,5,New Ground
WESLEY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,5,New Ground
WORF,58,0,2,5,3,0,0,4,0,0,11,0,0,15,0,0,42,0,0,2,102,108,5,New Ground
ALEXANDER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,5,Hero Worship
BARCLAY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,5,Hero Worship
COMPUTER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,5,Hero Worship
CRUSHER,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,8,109,5,Hero Worship
DATA,0,0,0,1,4,0,0,17,0,0,24,0,0,12,0,0,14,0,0,2,83,109,5,Hero Worship
GUINAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,5,Hero Worship
K'EHLEYR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,5,Hero Worship
LAFORGE,0,0,0,0,17,0,0,2,0,0,15,0,0,4,0,0,1,0,0,3,30,109,5,Hero Worship
LWAXANA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,5,Hero Worship
O'BRIEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,5,Hero Worship
PICARD,0,0,0,3,24,0,0,15,0,0,0,0,0,11,0,0,18,0,0,19,60,109,5,Hero Worship
PULASKI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,5,Hero Worship
Q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,5,Hero Worship
RIKER,0,0,0,0,12,0,0,4,0,0,11,0,0,0,0,0,0,0,0,16,29,109,5,Hero Worship
RO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,5,Hero Worship
TASHA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,5,Hero Worship
TROI,0,0,0,1,14,0,0,1,0,0,18,0,0,0,0,0,0,0,0,0,33,109,5,Hero Worship
VASH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,5,Hero Worship
WESLEY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,5,Hero Worship
WORF,0,0,0,0,2,0,0,3,0,0,19,0,0,16,0,0,0,0,0,2,25,109,5,Hero Worship
ALEXANDER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,5,Violations
BARCLAY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,5,Violations
COMPUTER,0,0,0,0,0,0,0,21,0,0,1,0,0,1,0,0,0,0,0,1,12,110,5,Violations
CRUSHER,0,0,0,2,0,0,0,0,0,0,16,0,0,7,0,0,0,0,0,3,29,110,5,Violations
DATA,0,0,0,0,0,0,0,29,0,0,7,0,0,0,0,0,3,0,0,0,23,110,5,Violations
GUINAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,5,Violations
K'EHLEYR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,5,Violations
LAFORGE,0,0,21,0,29,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,40,110,5,Violations
LWAXANA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,5,Violations
O'BRIEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,5,Violations
PICARD,0,0,1,16,7,0,0,4,0,0,4,0,0,2,0,0,11,0,0,1,50,110,5,Violations
PULASKI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,5,Violations
Q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,5,Violations
RIKER,0,0,1,7,0,0,0,3,0,0,2,0,0,0,0,0,5,0,0,0,27,110,5,Violations
RO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,5,Violations
TASHA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,5,Violations
TROI,0,0,0,0,3,0,0,0,0,0,11,0,0,5,0,0,16,0,0,0,51,110,5,Violations
VASH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,5,Violations
WESLEY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,5,Violations
WORF,0,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,110,5,Violations
ALEXANDER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,5,The Masterpiece Society
BARCLAY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,5,The Masterpiece Society
COMPUTER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,5,The Masterpiece Society
CRUSHER,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,2,111,5,The Masterpiece Society
DATA,0,0,0,0,0,0,0,2,0,0,6,0,0,3,0,0,0,0,0,2,11,111,5,The Masterpiece Society
GUINAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,5,The Masterpiece Society
K'EHLEYR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,5,The Masterpiece Society
LAFORGE,0,0,0,0,2,0,0,2,0,0,8,0,0,7,0,0,3,0,0,0,57,111,5,The Masterpiece Society
LWAXANA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,5,The Masterpiece Society
O'BRIEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,5,The Masterpiece Society
PICARD,0,0,0,1,6,0,0,8,0,0,2,0,0,14,0,0,30,0,0,10,53,111,5,The Masterpiece Society
PULASKI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,5,The Masterpiece Society
Q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,5,The Masterpiece Society
RIKER,0,0,0,1,3,0,0,7,0,0,14,0,0,2,0,0,1,0,0,4,27,111,5,The Masterpiece Society
RO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,5,The Masterpiece Society
TASHA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,5,The Masterpiece Society
TROI,0,0,0,2,0,0,0,3,0,0,30,0,0,1,0,0,0,0,0,1,52,111,5,The Masterpiece Society
VASH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,5,The Masterpiece Society
WESLEY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,5,The Masterpiece Society
WORF,0,0,0,0,2,0,0,0,0,0,10,0,0,4,0,0,1,0,0,0,9,111,5,The Masterpiece Society
ALEXANDER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,5,Conundrum
BARCLAY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,5,Conundrum
COMPUTER,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,3,112,5,Conundrum
CRUSHER,0,0,0,6,0,0,0,0,0,0,8,0,0,4,0,0,0,0,0,2,23,112,5,Conundrum
DATA,0,0,0,0,4,0,0,19,0,0,9,0,0,10,0,0,12,0,0,3,34,112,5,Conundrum
GUINAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,5,Conundrum
K'EHLEYR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,5,Conundrum
LAFORGE,0,0,5,0,19,0,0,0,0,0,14,0,0,9,7,0,3,0,0,11,40,112,5,Conundrum
LWAXANA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,5,Conundrum
O'BRIEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,5,Conundrum
PICARD,0,0,1,8,9,0,0,14,0,0,2,0,0,9,12,0,2,0,0,30,61,112,5,Conundrum
PULASKI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,5,Conundrum
Q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,5,Conundrum
RIKER,0,0,0,4,10,0,0,9,0,0,9,0,0,0,49,0,42,0,0,7,74,112,5,Conundrum
RO,0,0,0,0,0,0,0,7,0,0,12,0,0,49,4,0,4,0,0,5,47,112,5,Conundrum
TASHA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,5,Conundrum
TROI,0,0,0,0,12,0,0,3,0,0,2,0,0,42,4,0,0,0,0,4,36,112,5,Conundrum
VASH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,5,Conundrum
WESLEY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,5,Conundrum
WORF,0,0,0,2,3,0,0,11,0,0,30,0,0,7,5,0,4,0,0,2,46,112,5,Conundrum
ALEXANDER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,5,Power Play
BARCLAY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,5,Power Play
COMPUTER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,5,Power Play
CRUSHER,0,0,0,0,0,0,0,4,0,3,9,0,0,7,2,0,4,0,0,0,19,113,5,Power Play
DATA,0,0,0,0,0,0,0,0,0,8,18,0,0,18,1,0,20,0,0,6,43,113,5,Power Play
GUINAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,5,Power Play
K'EHLEYR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,5,Power Play
LAFORGE,0,0,0,4,0,0,0,0,0,3,2,0,0,21,14,0,0,0,0,1,28,113,5,Power Play
LWAXANA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,5,Power Play
O'BRIEN,0,0,0,3,8,0,0,3,0,2,14,0,0,8,0,0,10,0,0,2,38,113,5,Power Play
PICARD,0,0,0,9,18,0,0,2,0,14,2,0,0,22,6,0,75,0,0,17,99,113,5,Power Play
PULASKI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,5,Power Play
Q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,5,Power Play
RIKER,0,0,0,7,18,0,0,21,0,8,22,0,0,6,13,0,7,0,0,4,70,113,5,Power Play
RO,0,0,0,2,1,0,0,14,0,0,6,0,0,13,2,0,0,0,0,0,25,113,5,Power Play
TASHA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,5,Power Play
TROI,0,0,0,4,20,0,0,0,0,10,75,0,0,7,0,0,2,0,0,1,76,113,5,Power Play
VASH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,5,Power Play
WESLEY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,5,Power Play
WORF,0,0,0,0,6,0,0,1,0,2,17,0,0,4,0,0,1,0,0,0,18,113,5,Power Play
