,ALEXANDER,BARCLAY,COMPUTER,CRUSHER,DATA,GUINAN,K'EHLEYR,LAFORGE,LWAXANA,O'BRIEN,PICARD,PULASKI,Q,RIKER,RO,TASHA,TROI,VASH,WESLEY,WORF,lines,ep,season,title
K'EHLEYR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,6,Lessons
LAFORGE,0,0,0,2,4,0,0,0,0,0,9,0,0,2,0,0,0,0,0,2,13,143,6,Lessons
LWAXANA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,6,Lessons
O'BRIEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,6,Lessons
PICARD,0,0,5,16,3,0,0,9,0,0,2,0,0,27,0,0,11,0,0,9,106,143,6,Lessons
PULASKI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,6,Lessons
Q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,6,Lessons
RIKER,0,0,0,0,1,0,0,2,0,0,27,0,0,2,0,0,0,0,0,1,37,143,6,Lessons
RO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,6,Lessons
TASHA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,6,Lessons
TROI,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,6,143,6,Lessons
VASH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,6,Lessons
WESLEY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,6,Lessons
WORF,0,0,0,0,0,0,0,2,0,0,9,0,0,1,0,0,0,0,0,0,8,143,6,Lessons
ALEXANDER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,6,The Chase
BARCLAY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,6,The Chase
COMPUTER,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,144,6,The Chase
CRUSHER,0,0,2,2,3,0,0,2,0,0,42,0,0,2,0,0,0,0,0,0,31,144,6,The Chase
DATA,0,0,0,3,0,0,0,5,0,0,22,0,0,8,0,0,1,0,0,4,32,144,6,The Chase
GUINAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,6,The Chase
K'EHLEYR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,6,The Chase
LAFORGE,0,0,0,2,5,0,0,0,0,0,14,0,0,0,0,0,0,0,0,3,14,144,6,The Chase
LWAXANA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,6,The Chase
O'BRIEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,6,The Chase
PICARD,0,0,1,42,22,0,0,14,0,0,2,0,0,26,0,0,9,0,0,14,116,144,6,The Chase
PULASKI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,6,The Chase
Q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,6,The Chase
RIKER,0,0,0,2,8,0,0,0,0,0,26,0,0,0,0,0,0,0,0,8,29,144,6,The Chase
RO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,6,The Chase
TASHA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,6,The Chase
TROI,0,0,0,0,1,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,6,144,6,The Chase
VASH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,6,The Chase
WESLEY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,6,The Chase
WORF,0,0,0,0,4,0,0,3,0,0,14,0,0,8,0,0,1,0,0,2,20,144,6,The Chase
ALEXANDER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,6,Frame of Mind
BARCLAY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,6,Frame of Mind
COMPUTER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,6,Frame of Mind
CRUSHER,0,0,0,0,1,0,0,0,0,0,1,0,0,37,0,0,0,0,0,1,27,145,6,Frame of Mind
DATA,0,0,0,1,0,0,0,0,0,0,0,0,0,16,0,0,1,0,0,0,11,145,6,Frame of Mind
GUINAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,6,Frame of Mind
K'EHLEYR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,6,Frame of Mind
LAFORGE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,145,6,Frame of Mind
LWAXANA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,6,Frame of Mind
O'BRIEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,6,Frame of Mind
PICARD,0,0,0,1,0,0,0,0,0,0,0,0,0,24,0,0,2,0,0,1,16,145,6,Frame of Mind
PULASKI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,6,Frame of Mind
Q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,6,Frame of Mind
RIKER,0,0,0,37,16,0,0,0,0,0,24,0,0,10,0,0,33,0,0,16,138,145,6,Frame of Mind
RO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,6,Frame of Mind
TASHA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,6,Frame of Mind
TROI,0,0,0,0,1,0,0,0,0,0,2,0,0,33,0,0,0,0,0,7,23,145,6,Frame of Mind
VASH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,6,Frame of Mind
WESLEY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,6,Frame of Mind
WORF,0,0,0,1,0,0,0,0,0,0,1,0,0,16,0,0,7,0,0,4,17,145,6,Frame of Mind
ALEXANDER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,6,Suspicions
BARCLAY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,6,Suspicions
COMPUTER,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,146,6,Suspicions
CRUSHER,0,0,2,18,15,30,0,2,0,0,32,0,0,14,0,0,0,0,0,9,131,146,6,Suspicions
DATA,0,0,0,15,0,0,0,1,0,0,5,0,0,2,0,0,1,0,0,0,17,146,6,Suspicions
GUINAN,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,146,6,Suspicions
K'EHLEYR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,6,Suspicions
LAFORGE,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,146,6,Suspicions
LWAXANA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,6,Suspicions
O'BRIEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,6,Suspicions
PICARD,0,0,0,32,5,0,0,0,0,0,2,0,0,3,0,0,2,0,0,3,26,146,6,Suspicions
PULASKI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,6,Suspicions
Q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,6,Suspicions
RIKER,0,0,0,14,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,10,146,6,Suspicions
RO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,6,Suspicions
TASHA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,6,Suspicions
TROI,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,146,6,Suspicions
VASH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,6,Suspicions
WESLEY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,6,Suspicions
WORF,0,0,0,9,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,146,6,Suspicions
ALEXANDER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,6,Rightful Heir
BARCLAY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,6,Rightful Heir
COMPUTER,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,147,6,Rightful Heir
CRUSHER,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,147,6,Rightful Heir
DATA,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,14,9,147,6,Rightful Heir
GUINAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,6,Rightful Heir
K'EHLEYR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,6,Rightful Heir
LAFORGE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,6,Rightful Heir
LWAXANA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,6,Rightful Heir
O'BRIEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,6,Rightful Heir
PICARD,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,21,147,6,Rightful Heir
PULASKI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,6,Rightful Heir
Q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,6,Rightful Heir
RIKER,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,147,6,Rightful Heir
RO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,6,Rightful Heir
TASHA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,6,Rightful Heir
TROI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,6,Rightful Heir
VASH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,6,Rightful Heir
WESLEY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,6,Rightful Heir
WORF,0,0,0,3,14,0,0,0,0,0,23,0,0,3,0,0,0,0,0,6,73,147,6,Rightful Heir
ALEXANDER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,6,Second Chances
BARCLAY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,6,Second Chances
COMPUTER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,6,Second Chances
CRUSHER,0,0,0,2,0,0,0,3,0,0,10,0,0,1,0,0,15,0,0,0,16,148,6,Second Chances
DATA,0,0,0,0,4,0,0,2,0,0,1,0,0,36,0,0,1,0,0,10,28,148,6,Second Chances
GUINAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,6,Second Chances
K'EHLEYR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,6,Second Chances
LAFORGE,0,0,0,3,2,0,0,0,0,0,1,0,0,5,0,0,1,0,0,0,7,148,6,Second Chances
LWAXANA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,6,Second Chances
O'BRIEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,6,Second Chances
PICARD,0,0,0,10,1,0,0,1,0,0,8,0,0,15,0,0,2,0,0,0,20,148,6,Second Chances
PULASKI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,6,Second Chances
Q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,6,Second Chances
RIKER,0,0,0,1,36,0,0,5,0,0,15,0,0,66,0,0,16,0,0,9,83,148,6,Second Chances
RO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,6,Second Chances
TASHA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,6,Second Chances
TROI,0,0,0,15,1,0,0,1,0,0,2,0,0,16,0,0,68,0,0,0,61,148,6,Second Chances
VASH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,6,Second Chances
WESLEY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,6,Second Chances
WORF,0,0,0,0,10,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,12,148,6,Second Chances
ALEXANDER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,6,Timescape
BARCLAY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,6,Timescape
COMPUTER,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,149,6,Timescape
CRUSHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,149,6,Timescape
DATA,0,0,3,0,6,0,0,33,0,0,57,0,0,13,0,0,26,0,0,0,86,149,6,Timescape
GUINAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,6,Timescape
K'EHLEYR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,6,Timescape
LAFORGE,0,0,0,0,33,0,0,2,0,0,40,0,0,0,0,0,24,0,0,0,56,149,6,Timescape
LWAXANA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,6,Timescape
O'BRIEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,6,Timescape
PICARD,0,0,0,0,57,0,0,40,0,0,4,0,0,6,0,0,33,0,0,0,88,149,6,Timescape
PULASKI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,6,Timescape
Q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,6,Timescape
RIKER,0,0,0,0,13,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7,16,149,6,Timescape
RO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,6,Timescape
TASHA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,6,Timescape
TROI,0,0,0,1,26,0,0,24,0,0,33,0,0,0,0,0,2,0,0,0,50,149,6,Timescape
VASH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,6,Timescape
WESLEY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,6,Timescape
WORF,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,4,149,6,Timescape
ALEXANDER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,6,Descent (part 1)
BARCLAY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,6,Descent (part 1)
COMPUTER,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,150,6,Descent (part 1)
CRUSHER,0,0,0,0,0,0,0,1,0,0,9,0,0,0,0,0,1,0,0,0,6,150,6,Descent (part 1)
DATA,0,0,2,0,2,0,0,32,0,0,7,0,0,11,0,0,16,0,0,9,56,150,6,Descent (part 1)
GUINAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,6,Descent (part 1)
K'EHLEYR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,6,Descent (part 1)
LAFORGE,0,0,0,1,32,0,0,0,0,0,32,0,0,6,0,0,1,0,0,5,42,150,6,Descent (part 1)
LWAXANA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,6,Descent (part 1)
O'BRIEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,6,Descent (part 1)
PICARD,0,0,0,9,7,0,0,32,0,0,4,0,0,39,0,0,4,0,0,29,81,150,6,Descent (part 1)
PULASKI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,6,Descent (part 1)
Q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,6,Descent (part 1)
RIKER,0,0,0,0,11,0,0,6,0,0,39,0,0,2,0,0,0,0,0,18,46,150,6,Descent (part 1)
RO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,6,Descent (part 1)
TASHA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,6,Descent (part 1)
TROI,0,0,0,1,16,0,0,1,0,0,4,0,0,0,0,0,0,0,0,1,12,150,6,Descent (part 1)
VASH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,6,Descent (part 1)
WESLEY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,6,Descent (part 1)
WORF,0,0,0,0,9,0,0,5,0,0,29,0,0,18,0,0,1,0,0,0,33,150,6,Descent (part 1)
ALEXANDER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,7,Descent (part 2)
BARCLAY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,7,Descent (part 2)
COMPUTER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,7,Descent (part 2)
CRUSHER,0,0,0,2,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,66,151,7,Descent (part 2)
DATA,0,0,0,0,4,0,0,37,0,0,23,0,0,2,0,0,5,0,0,0,57,151,7,Descent (part 2)
GUINAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,7,Descent (part 2)
K'EHLEYR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,7,Descent (part 2)
LAFORGE,0,0,0,0,37,0,0,2,0,0,10,0,0,0,0,0,6,0,0,0,30,151,7,Descent (part 2)
LWAXANA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,7,Descent (part 2)
O'BRIEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,7,Descent (part 2)
PICARD,0,0,0,0,23,0,0,10,0,0,0,0,0,1,0,0,6,0,0,0,33,151,7,Descent (part 2)
PULASKI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,7,Descent (part 2)
Q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,7,Descent (part 2)
RIKER,0,0,0,6,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,25,151,7,Descent (part 2)
RO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,7,Descent (part 2)
TASHA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,7,Descent (part 2)
TROI,0,0,0,0,5,0,0,6,0,0,6,0,0,0,0,0,2,0,0,0,11,151,7,Descent (part 2)
VASH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,7,Descent (part 2)
WESLEY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,7,Descent (part 2)
WORF,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,9,151,7,Descent (part 2)
ALEXANDER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,7,Liaisons
BARCLAY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,7,Liaisons
COMPUTER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,7,Liaisons
CRUSHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,152,7,Liaisons
DATA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,152,7,Liaisons
GUINAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,7,Liaisons
K'EHLEYR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,7,Liaisons
LAFORGE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,152,7,Liaisons
LWAXANA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,7,Liaisons
O'BRIEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,7,Liaisons
PICARD,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,1,0,0,2,92,152,7,Liaisons
PULASKI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,7,Liaisons
Q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,7,Liaisons
RIKER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,11,152,7,Liaisons
RO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,7,Liaisons
TASHA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,7,Liaisons
TROI,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,5,23,152,7,Liaisons
VASH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,7,Liaisons
WESLEY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,7,Liaisons
WORF,0,0,0,1,5,0,0,0,0,0,2,0,0,6,0,0,5,0,0,0,23,152,7,Liaisons
ALEXANDER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,7,Interface
BARCLAY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,7,Interface
COMPUTER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,7,Interface
CRUSHER,0,0,0,0,9,0,0,24,0,0,15,0,0,3,0,0,0,0,0,0,32,153,7,Interface
DATA,0,0,0,9,0,0,0,89,0,0,16,0,0,4,0,0,0,0,0,0,69,153,7,Interface
GUINAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,7,Interface
K'EHLEYR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,7,Interface
LAFORGE,0,0,0,24,89,0,0,4,0,0,54,0,0,22,0,0,13,0,0,0,157,153,7,Interface
LWAXANA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,7,Interface
O'BRIEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,7,Interface
PICARD,0,0,0,15,16,0,0,54,0,0,6,0,0,6,0,0,0,0,0,1,59,153,7,Interface
PULASKI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,7,Interface
Q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,7,Interface
RIKER,0,0,0,3,4,0,0,22,0,0,6,0,0,0,0,0,0,0,0,2,22,153,7,Interface
RO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,7,Interface
TASHA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,7,Interface
TROI,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,7,153,7,Interface
VASH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,7,Interface
WESLEY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,7,Interface
WORF,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,2,153,7,Interface
ALEXANDER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,7,Gambit (part 1)
BARCLAY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,7,Gambit (part 1)
COMPUTER,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,154,7,Gambit (part 1)
CRUSHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,7,Gambit (part 1)
DATA,0,0,0,0,4,0,0,9,0,0,0,0,0,11,0,0,2,0,0,14,36,154,7,Gambit (part 1)
GUINAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,7,Gambit (part 1)
K'EHLEYR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,7,Gambit (part 1)
LAFORGE,0,0,0,0,9,0,0,0,0,0,0,0,0,9,0,0,1,0,0,3,14,154,7,Gambit (part 1)
LWAXANA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,7,Gambit (part 1)
O'BRIEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,7,Gambit (part 1)
PICARD,0,0,2,0,0,0,0,0,0,0,4,0,0,18,0,0,0,0,0,0,36,154,7,Gambit (part 1)
PULASKI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,7,Gambit (part 1)
Q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,7,Gambit (part 1)
RIKER,0,0,0,0,11,0,0,9,0,0,18,0,0,4,0,0,14,0,0,4,59,154,7,Gambit (part 1)
RO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,7,Gambit (part 1)
TASHA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,7,Gambit (part 1)
TROI,0,0,0,0,2,0,0,1,0,0,0,0,0,14,0,0,0,0,0,1,9,154,7,Gambit (part 1)
VASH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,7,Gambit (part 1)
WESLEY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,7,Gambit (part 1)
WORF,0,0,0,0,14,0,0,3,0,0,0,0,0,4,0,0,1,0,0,0,15,154,7,Gambit (part 1)
ALEXANDER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,7,Gambit (part 2)
BARCLAY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,7,Gambit (part 2)
